Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country
197,Eric,Floyd,eric.floyd712@slu.edu,eric.floyd79@outlook.com,BS,Cybersecurity,2020,Full-Time,Durham,NC,USA
198,Christina,Johnson,christina.johnson896@slu.edu,christina.johnson298@gmail.com,PhD,Software Engineering,2017,Full-Time,Durham,NC,USA
199,John,Brown,john.brown100@slu.edu,john.brown551@yahoo.com,BA,Information Systems,2019,Full-Time,Cleveland,OH,USA
200,Amanda,Buchanan,amanda.buchanan541@slu.edu,amanda.buchanan93@outlook.com,PhD,Electrical Engineering,2018,Full-Time,Clayton,MO,USA
201,Jennifer,Callahan,jennifer.callahan84@slu.edu,jennifer.callahan343@outlook.com,PhD,Computer Science,2019,Full-Time,Philadelphia,PA,USA
202,Seth,Herman,seth.herman52@slu.edu,seth.herman17@yahoo.com,BA,Marketing,2019,Full-Time,Pittsburgh,PA,USA
203,Michael,Lewis,michael.lewis770@slu.edu,michael.lewis696@yahoo.com,BA,Electrical Engineering,2022,OPT,Boulder,CO,USA
204,Andrew,Blackwell,andrew.blackwell191@slu.edu,andrew.blackwell459@outlook.com,PhD,Finance,2021,Full-Time,Harrisburg,PA,USA
205,Kevin,Cooper,kevin.cooper350@slu.edu,kevin.cooper573@outlook.com,MS,Finance,2017,Full-Time,New York,NY,USA
206,Chelsea,French,chelsea.french592@slu.edu,chelsea.french15@yahoo.com,MBA,Marketing,2015,Full-Time,Harrisburg,PA,USA
207,Rebecca,Price,rebecca.price349@slu.edu,rebecca.price387@yahoo.com,BS,Software Engineering,2015,Full-Time,New York,NY,USA
208,April,Moore,april.moore879@slu.edu,april.moore61@outlook.com,BS,Finance,2023,STEM-OPT,Alpharetta,GA,USA
209,James,Lopez,james.lopez945@slu.edu,james.lopez492@gmail.com,MS,Information Systems,2015,Full-Time,Columbia,MO,USA
210,Kelly,Young,kelly.young599@slu.edu,kelly.young104@gmail.com,BS,Finance,2015,Full-Time,New York,NY,USA
211,Jamie,Brown,jamie.brown703@slu.edu,jamie.brown91@yahoo.com,BS,Software Engineering,2016,Full-Time,San Francisco,CA,USA
212,Katherine,Jackson,katherine.jackson519@slu.edu,katherine.jackson811@outlook.com,MBA,Computer Science,2019,Full-Time,Ann Arbor,MI,USA
213,Megan,Vasquez,megan.vasquez405@slu.edu,megan.vasquez674@yahoo.com,PhD,Data Science,2024,OPT,Seattle,WA,USA
214,Anna,Wang,anna.wang731@slu.edu,anna.wang177@yahoo.com,PhD,Marketing,2025,CPT,Plano,TX,USA
215,Christine,Fletcher,christine.fletcher147@slu.edu,christine.fletcher608@outlook.com,BS,Software Engineering,2020,Full-Time,New York,NY,USA
216,Bradley,Cooper,bradley.cooper993@slu.edu,bradley.cooper358@yahoo.com,PhD,Biostatistics,2024,CPT,Cleveland,OH,USA
217,Thomas,Rubio,thomas.rubio48@slu.edu,thomas.rubio711@outlook.com,BA,Cybersecurity,2016,Full-Time,Los Angeles,CA,USA
218,Michael,Olson,michael.olson335@slu.edu,michael.olson642@outlook.com,MS,Marketing,2015,Full-Time,Houston,TX,USA
219,Kevin,Davis,kevin.davis422@slu.edu,kevin.davis442@yahoo.com,MBA,Biostatistics,2025,CPT,Irvine,CA,USA
220,Cynthia,Myers,cynthia.myers836@slu.edu,cynthia.myers311@yahoo.com,BA,Finance,2020,Full-Time,Denver,CO,USA
221,Tracey,Parsons,tracey.parsons824@slu.edu,tracey.parsons145@gmail.com,BS,Business Analytics,2019,Full-Time,Tempe,AZ,USA
222,William,Reed,william.reed350@slu.edu,william.reed50@yahoo.com,BS,Information Systems,2023,STEM-OPT,Denver,CO,USA
223,Sherry,Robertson,sherry.robertson795@slu.edu,sherry.robertson429@gmail.com,MBA,Electrical Engineering,2025,CPT,Scottsdale,AZ,USA
224,Justin,Lee,justin.lee159@slu.edu,justin.lee952@gmail.com,BS,Information Systems,2020,Full-Time,Detroit,MI,USA
225,Christian,Miller,christian.miller96@slu.edu,christian.miller247@gmail.com,BA,Business Analytics,2016,Full-Time,New York,NY,USA
226,Mitchell,Leon,mitchell.leon748@slu.edu,mitchell.leon30@outlook.com,BS,Electrical Engineering,2025,CPT,Albany,NY,USA
227,Mary,Wade,mary.wade262@slu.edu,mary.wade339@gmail.com,MBA,Data Science,2020,Full-Time,Kansas City,MO,USA
228,Joel,Hernandez,joel.hernandez383@slu.edu,joel.hernandez298@outlook.com,BS,Software Engineering,2019,Full-Time,Raleigh,NC,USA
229,Thomas,Mills,thomas.mills905@slu.edu,thomas.mills383@outlook.com,MS,Computer Science,2020,Full-Time,Redmond,WA,USA
230,Frank,Ray,frank.ray313@slu.edu,frank.ray702@gmail.com,PhD,Computer Science,2024,CPT,Savannah,GA,USA
231,Brian,Macdonald,brian.macdonald933@slu.edu,brian.macdonald173@yahoo.com,MBA,Business Analytics,2021,Full-Time,Denver,CO,USA
232,Ashley,Branch,ashley.branch591@slu.edu,ashley.branch541@yahoo.com,BS,Electrical Engineering,2016,Full-Time,Cleveland,OH,USA
233,Edward,Jones,edward.jones824@slu.edu,edward.jones352@yahoo.com,BA,Finance,2015,Full-Time,Columbus,OH,USA
234,Daniel,Mahoney,daniel.mahoney794@slu.edu,daniel.mahoney853@yahoo.com,BA,Information Systems,2018,Full-Time,Atlanta,GA,USA
235,Keith,Reed,keith.reed215@slu.edu,keith.reed310@yahoo.com,BS,Electrical Engineering,2023,STEM-OPT,Detroit,MI,USA
236,Sara,Ramirez,sara.ramirez458@slu.edu,sara.ramirez179@yahoo.com,BA,Software Engineering,2025,CPT,Cary,NC,USA
237,Curtis,Rogers,curtis.rogers13@slu.edu,curtis.rogers766@gmail.com,BA,Biostatistics,2017,Full-Time,Houston,TX,USA
238,Michael,Turner,michael.turner350@slu.edu,michael.turner731@yahoo.com,PhD,Electrical Engineering,2018,Full-Time,Denver,CO,USA
239,Robin,Calhoun,robin.calhoun271@slu.edu,robin.calhoun44@outlook.com,BA,Data Science,2016,Full-Time,Cary,NC,USA
240,Melissa,Ball,melissa.ball990@slu.edu,melissa.ball940@yahoo.com,BA,Data Science,2023,OPT,Denver,CO,USA
241,Joshua,Martinez,joshua.martinez432@slu.edu,joshua.martinez332@outlook.com,MS,Electrical Engineering,2015,Full-Time,Seattle,WA,USA
242,Christina,Berry,christina.berry338@slu.edu,christina.berry729@gmail.com,MBA,Business Analytics,2024,OPT,Grand Rapids,MI,USA
243,Kathryn,Harris,kathryn.harris645@slu.edu,kathryn.harris672@outlook.com,BA,Electrical Engineering,2016,Full-Time,Seattle,WA,USA
244,Alyssa,Holloway,alyssa.holloway737@slu.edu,alyssa.holloway509@yahoo.com,PhD,Electrical Engineering,2018,Full-Time,Savannah,GA,USA
245,Marissa,Robinson,marissa.robinson4@slu.edu,marissa.robinson391@outlook.com,BA,Information Systems,2015,Full-Time,San Diego,CA,USA
246,Tanya,Edwards,tanya.edwards15@slu.edu,tanya.edwards883@yahoo.com,PhD,Cybersecurity,2024,OPT,White Plains,NY,USA
247,Anthony,Welch,anthony.welch408@slu.edu,anthony.welch901@outlook.com,MS,Information Systems,2023,OPT,Redmond,WA,USA
248,Ashley,Romero,ashley.romero553@slu.edu,ashley.romero54@gmail.com,MS,Electrical Engineering,2021,Full-Time,Phoenix,AZ,USA
249,Lisa,Garza,lisa.garza666@slu.edu,lisa.garza526@outlook.com,BA,Information Systems,2016,Full-Time,Dallas,TX,USA
250,Angela,Tyler,angela.tyler677@slu.edu,angela.tyler116@gmail.com,BS,Cybersecurity,2017,Full-Time,Tampa,FL,USA
251,Katelyn,Diaz,katelyn.diaz963@slu.edu,katelyn.diaz434@yahoo.com,BA,Business Analytics,2015,Full-Time,Atlanta,GA,USA
252,Elizabeth,Torres,elizabeth.torres83@slu.edu,elizabeth.torres394@yahoo.com,MS,Cybersecurity,2024,OPT,Naperville,IL,USA
253,Joseph,Herrera,joseph.herrera359@slu.edu,joseph.herrera753@gmail.com,MS,Computer Science,2024,CPT,Grand Rapids,MI,USA
254,John,Velazquez,john.velazquez900@slu.edu,john.velazquez141@outlook.com,BS,Software Engineering,2025,CPT,Atlanta,GA,USA
255,Aaron,Ferguson,aaron.ferguson224@slu.edu,aaron.ferguson783@gmail.com,BA,Information Systems,2021,Full-Time,Seattle,WA,USA
256,Laurie,Goodman,laurie.goodman111@slu.edu,laurie.goodman200@yahoo.com,BA,Marketing,2016,Full-Time,Charlotte,NC,USA
257,Diana,Taylor,diana.taylor206@slu.edu,diana.taylor629@gmail.com,BS,Business Analytics,2015,Full-Time,San Diego,CA,USA
258,Luis,Payne,luis.payne879@slu.edu,luis.payne559@yahoo.com,PhD,Finance,2018,Full-Time,St. Louis,MO,USA
259,Rebecca,Mcclure,rebecca.mcclure131@slu.edu,rebecca.mcclure151@yahoo.com,MS,Information Systems,2018,Full-Time,Scottsdale,AZ,USA
260,James,Wagner,james.wagner368@slu.edu,james.wagner36@yahoo.com,MBA,Marketing,2016,Full-Time,Alpharetta,GA,USA
261,James,Harper,james.harper23@slu.edu,james.harper946@gmail.com,PhD,Electrical Engineering,2020,Full-Time,Naperville,IL,USA
262,Julia,Nelson,julia.nelson747@slu.edu,julia.nelson240@outlook.com,PhD,Computer Science,2018,Full-Time,San Antonio,TX,USA
263,Ashley,Mills,ashley.mills814@slu.edu,ashley.mills449@outlook.com,MS,Computer Science,2021,Full-Time,Phoenix,AZ,USA
264,Collin,Robertson,collin.robertson750@slu.edu,collin.robertson648@gmail.com,MS,Computer Science,2020,Full-Time,Jacksonville,FL,USA
265,Veronica,Gonzales,veronica.gonzales770@slu.edu,veronica.gonzales75@gmail.com,MS,Cybersecurity,2016,Full-Time,Ann Arbor,MI,USA
266,Craig,Burch,craig.burch885@slu.edu,craig.burch20@gmail.com,MS,Information Systems,2017,Full-Time,Tampa,FL,USA
267,Vanessa,Knight,vanessa.knight265@slu.edu,vanessa.knight24@outlook.com,MBA,Computer Science,2021,Full-Time,San Antonio,TX,USA
268,Regina,Perez,regina.perez623@slu.edu,regina.perez844@gmail.com,MS,Finance,2023,STEM-OPT,Grand Rapids,MI,USA
269,Carol,Allen,carol.allen520@slu.edu,carol.allen922@outlook.com,BS,Business Analytics,2016,Full-Time,Atlanta,GA,USA
270,David,Anthony,david.anthony691@slu.edu,david.anthony106@gmail.com,MBA,Finance,2025,CPT,San Antonio,TX,USA
271,Joseph,Henry,joseph.henry739@slu.edu,joseph.henry643@yahoo.com,PhD,Marketing,2018,Full-Time,San Diego,CA,USA
272,Charles,Hill,charles.hill541@slu.edu,charles.hill485@outlook.com,PhD,Biostatistics,2017,Full-Time,Tempe,AZ,USA
273,Jenny,Luna,jenny.luna362@slu.edu,jenny.luna259@gmail.com,BA,Finance,2024,OPT,Savannah,GA,USA
274,Ashley,Cooke,ashley.cooke324@slu.edu,ashley.cooke284@gmail.com,MBA,Information Systems,2023,OPT,Redmond,WA,USA
275,Raymond,Davis,raymond.davis549@slu.edu,raymond.davis759@yahoo.com,BS,Business Analytics,2025,CPT,Somerville,MA,USA
276,Angela,Parker,angela.parker207@slu.edu,angela.parker149@gmail.com,BS,Cybersecurity,2015,Full-Time,Clayton,MO,USA
277,Ronald,Hill,ronald.hill104@slu.edu,ronald.hill387@outlook.com,BS,Business Analytics,2021,Full-Time,Peoria,IL,USA
278,Michael,Martin,michael.martin696@slu.edu,michael.martin477@gmail.com,MS,Software Engineering,2016,Full-Time,Buffalo,NY,USA
279,Justin,Wiggins,justin.wiggins524@slu.edu,justin.wiggins668@gmail.com,MBA,Computer Science,2021,Full-Time,Raleigh,NC,USA
280,Todd,Mcdaniel,todd.mcdaniel243@slu.edu,todd.mcdaniel130@yahoo.com,MS,Business Analytics,2023,STEM-OPT,Atlanta,GA,USA
281,Cole,Perry,cole.perry985@slu.edu,cole.perry19@gmail.com,MBA,Marketing,2017,Full-Time,Irvine,CA,USA
282,Jared,Bishop,jared.bishop32@slu.edu,jared.bishop597@yahoo.com,MS,Electrical Engineering,2022,STEM-OPT,Philadelphia,PA,USA
283,Tiffany,Spears,tiffany.spears942@slu.edu,tiffany.spears914@gmail.com,BA,Software Engineering,2016,Full-Time,Cary,NC,USA
284,Eric,Hill,eric.hill611@slu.edu,eric.hill934@yahoo.com,BA,Marketing,2021,Full-Time,San Francisco,CA,USA
285,William,Robinson,william.robinson241@slu.edu,william.robinson795@outlook.com,PhD,Business Analytics,2022,OPT,New York,NY,USA
286,Jeffrey,Guerra,jeffrey.guerra889@slu.edu,jeffrey.guerra509@outlook.com,PhD,Finance,2024,CPT,Philadelphia,PA,USA
287,Zachary,Bernard,zachary.bernard207@slu.edu,zachary.bernard531@outlook.com,MS,Computer Science,2015,Full-Time,Plano,TX,USA
288,Courtney,Johnson,courtney.johnson853@slu.edu,courtney.johnson128@outlook.com,BS,Biostatistics,2019,Full-Time,Alpharetta,GA,USA
289,Lisa,Martin,lisa.martin885@slu.edu,lisa.martin994@gmail.com,MS,Data Science,2025,CPT,Colorado Springs,CO,USA
290,John,Gibson,john.gibson14@slu.edu,john.gibson831@gmail.com,PhD,Computer Science,2025,CPT,Boulder,CO,USA
291,Mary,Taylor,mary.taylor823@slu.edu,mary.taylor675@yahoo.com,MS,Electrical Engineering,2025,CPT,Dallas,TX,USA
292,Michelle,Werner,michelle.werner560@slu.edu,michelle.werner724@yahoo.com,BS,Software Engineering,2016,Full-Time,Peoria,IL,USA
293,Wayne,Johnson,wayne.johnson946@slu.edu,wayne.johnson440@outlook.com,MBA,Electrical Engineering,2019,Full-Time,Dallas,TX,USA
294,Michelle,Gonzalez,michelle.gonzalez440@slu.edu,michelle.gonzalez993@yahoo.com,PhD,Electrical Engineering,2019,Full-Time,San Jose,CA,USA
295,Jennifer,Carter,jennifer.carter386@slu.edu,jennifer.carter242@gmail.com,BS,Data Science,2024,OPT,Atlanta,GA,USA
296,Jeanne,Reed,jeanne.reed504@slu.edu,jeanne.reed562@gmail.com,BS,Information Systems,2019,Full-Time,Jacksonville,FL,USA
297,Kenneth,Oconnor,kenneth.oconnor689@slu.edu,kenneth.oconnor719@yahoo.com,BS,Business Analytics,2022,OPT,Boulder,CO,USA
298,Rebecca,Villegas,rebecca.villegas711@slu.edu,rebecca.villegas44@gmail.com,MS,Electrical Engineering,2016,Full-Time,Fort Collins,CO,USA
299,William,Underwood,william.underwood410@slu.edu,william.underwood273@yahoo.com,MBA,Finance,2019,Full-Time,San Jose,CA,USA
300,Kathleen,Perry,kathleen.perry503@slu.edu,kathleen.perry160@yahoo.com,BS,Information Systems,2015,Full-Time,Tacoma,WA,USA
301,Jose,Coleman,jose.coleman376@slu.edu,jose.coleman744@outlook.com,BA,Marketing,2019,Full-Time,Tampa,FL,USA
302,Courtney,Gallagher,courtney.gallagher911@slu.edu,courtney.gallagher860@gmail.com,PhD,Computer Science,2023,STEM-OPT,Peoria,IL,USA
303,Daisy,White,daisy.white57@slu.edu,daisy.white580@yahoo.com,BS,Business Analytics,2022,STEM-OPT,Peoria,IL,USA
304,Travis,Singleton,travis.singleton741@slu.edu,travis.singleton933@outlook.com,MS,Electrical Engineering,2020,Full-Time,New York,NY,USA
305,Carl,Sims,carl.sims325@slu.edu,carl.sims418@yahoo.com,MS,Software Engineering,2022,STEM-OPT,Chesterfield,MO,USA
306,Mark,Wong,mark.wong743@slu.edu,mark.wong154@yahoo.com,MBA,Software Engineering,2024,CPT,Pittsburgh,PA,USA
307,Duane,Brown,duane.brown85@slu.edu,duane.brown865@yahoo.com,MBA,Finance,2016,Full-Time,Boston,MA,USA
308,Cynthia,Medina,cynthia.medina914@slu.edu,cynthia.medina261@yahoo.com,PhD,Marketing,2022,STEM-OPT,Raleigh,NC,USA
309,Diana,Duke,diana.duke848@slu.edu,diana.duke7@gmail.com,BS,Data Science,2021,Full-Time,Charlotte,NC,USA
310,Karen,Taylor,karen.taylor209@slu.edu,karen.taylor197@outlook.com,MBA,Business Analytics,2015,Full-Time,San Francisco,CA,USA
311,Gerald,Rodriguez,gerald.rodriguez536@slu.edu,gerald.rodriguez859@yahoo.com,MBA,Information Systems,2017,Full-Time,Boulder,CO,USA
312,Derek,Chandler,derek.chandler984@slu.edu,derek.chandler915@gmail.com,BS,Cybersecurity,2019,Full-Time,Boston,MA,USA
313,Anthony,Spencer,anthony.spencer708@slu.edu,anthony.spencer887@gmail.com,PhD,Finance,2020,Full-Time,San Jose,CA,USA
314,Laura,Hall,laura.hall482@slu.edu,laura.hall111@outlook.com,MBA,Information Systems,2022,STEM-OPT,Kansas City,MO,USA
315,Jessica,Fleming,jessica.fleming365@slu.edu,jessica.fleming124@gmail.com,BS,Biostatistics,2019,Full-Time,Los Angeles,CA,USA
316,Teresa,Nguyen,teresa.nguyen631@slu.edu,teresa.nguyen929@gmail.com,MS,Software Engineering,2023,OPT,Buffalo,NY,USA
317,William,Sanders,william.sanders840@slu.edu,william.sanders27@yahoo.com,BS,Marketing,2022,OPT,Peoria,IL,USA
318,Candice,Green,candice.green371@slu.edu,candice.green732@outlook.com,BA,Biostatistics,2019,Full-Time,Chicago,IL,USA
319,Mark,Booth,mark.booth745@slu.edu,mark.booth136@yahoo.com,BS,Business Analytics,2024,OPT,Bellevue,WA,USA
320,Laura,Hernandez,laura.hernandez756@slu.edu,laura.hernandez941@outlook.com,BA,Software Engineering,2025,CPT,Tucson,AZ,USA
321,Melanie,Bryant,melanie.bryant485@slu.edu,melanie.bryant241@yahoo.com,MBA,Marketing,2015,Full-Time,Savannah,GA,USA
322,Thomas,Hahn,thomas.hahn103@slu.edu,thomas.hahn482@yahoo.com,MS,Finance,2023,STEM-OPT,Somerville,MA,USA
323,Michael,Johnson,michael.johnson337@slu.edu,michael.johnson506@gmail.com,MS,Biostatistics,2016,Full-Time,Orlando,FL,USA
324,Garrett,Thomas,garrett.thomas508@slu.edu,garrett.thomas873@yahoo.com,BA,Marketing,2016,Full-Time,Philadelphia,PA,USA
325,Cheryl,Sullivan,cheryl.sullivan298@slu.edu,cheryl.sullivan802@outlook.com,MBA,Marketing,2020,Full-Time,Buffalo,NY,USA
326,Patricia,Day,patricia.day92@slu.edu,patricia.day815@outlook.com,PhD,Cybersecurity,2021,Full-Time,Cambridge,MA,USA
327,Jacqueline,Brown,jacqueline.brown980@slu.edu,jacqueline.brown399@yahoo.com,MBA,Software Engineering,2015,Full-Time,San Francisco,CA,USA
328,Lisa,Singh,lisa.singh286@slu.edu,lisa.singh275@outlook.com,MBA,Electrical Engineering,2019,Full-Time,Philadelphia,PA,USA
329,Michael,West,michael.west67@slu.edu,michael.west580@gmail.com,BA,Marketing,2020,Full-Time,Columbus,OH,USA
330,Amber,Clark,amber.clark550@slu.edu,amber.clark973@outlook.com,MS,Finance,2019,Full-Time,Boulder,CO,USA
331,Mackenzie,Kemp,mackenzie.kemp635@slu.edu,mackenzie.kemp803@gmail.com,BA,Finance,2019,Full-Time,Boulder,CO,USA
332,Jordan,Harris,jordan.harris828@slu.edu,jordan.harris887@yahoo.com,BA,Information Systems,2025,CPT,San Jose,CA,USA
333,Julia,Roberts,julia.roberts216@slu.edu,julia.roberts532@gmail.com,PhD,Finance,2017,Full-Time,Ann Arbor,MI,USA
334,David,Kelly,david.kelly776@slu.edu,david.kelly61@yahoo.com,MBA,Data Science,2020,Full-Time,Albany,NY,USA
335,Bob,Hamilton,bob.hamilton200@slu.edu,bob.hamilton69@outlook.com,BA,Data Science,2025,CPT,Seattle,WA,USA
336,Sandra,Gilbert,sandra.gilbert623@slu.edu,sandra.gilbert691@yahoo.com,BS,Biostatistics,2019,Full-Time,Boston,MA,USA
337,Charles,Estrada,charles.estrada151@slu.edu,charles.estrada34@outlook.com,BS,Cybersecurity,2020,Full-Time,Miami,FL,USA
338,Michael,Walker,michael.walker51@slu.edu,michael.walker405@gmail.com,PhD,Business Analytics,2015,Full-Time,San Jose,CA,USA
339,Stephanie,Nelson,stephanie.nelson222@slu.edu,stephanie.nelson599@outlook.com,MBA,Cybersecurity,2019,Full-Time,Plano,TX,USA
340,Laura,Meza,laura.meza394@slu.edu,laura.meza488@gmail.com,MS,Computer Science,2021,Full-Time,St. Louis,MO,USA
341,David,Harris,david.harris382@slu.edu,david.harris779@outlook.com,BA,Marketing,2025,CPT,Los Angeles,CA,USA
342,Isaiah,Salazar,isaiah.salazar430@slu.edu,isaiah.salazar664@outlook.com,PhD,Electrical Engineering,2018,Full-Time,Tacoma,WA,USA
343,Joseph,Woods,joseph.woods23@slu.edu,joseph.woods279@gmail.com,BS,Business Analytics,2017,Full-Time,White Plains,NY,USA
344,Monica,Tucker,monica.tucker630@slu.edu,monica.tucker772@outlook.com,MBA,Electrical Engineering,2024,OPT,Albany,NY,USA
345,David,Mccarthy,david.mccarthy148@slu.edu,david.mccarthy193@gmail.com,BA,Data Science,2021,Full-Time,Colorado Springs,CO,USA
346,Stanley,Oliver,stanley.oliver746@slu.edu,stanley.oliver359@yahoo.com,BS,Information Systems,2020,Full-Time,St. Louis,MO,USA
347,Jeremy,Roth,jeremy.roth134@slu.edu,jeremy.roth187@gmail.com,MS,Electrical Engineering,2017,Full-Time,Savannah,GA,USA
348,Rebecca,Jennings,rebecca.jennings188@slu.edu,rebecca.jennings819@outlook.com,MS,Marketing,2025,CPT,Tacoma,WA,USA
349,Ashley,Edwards,ashley.edwards179@slu.edu,ashley.edwards718@gmail.com,MBA,Electrical Engineering,2022,OPT,Columbia,MO,USA
350,Brian,Benitez,brian.benitez247@slu.edu,brian.benitez412@outlook.com,PhD,Marketing,2017,Full-Time,Savannah,GA,USA
351,Sheila,Wagner,sheila.wagner138@slu.edu,sheila.wagner397@yahoo.com,BA,Data Science,2018,Full-Time,Detroit,MI,USA
352,Lisa,Anderson,lisa.anderson388@slu.edu,lisa.anderson696@gmail.com,BA,Data Science,2025,CPT,Urbana,IL,USA
353,Tony,Bridges,tony.bridges304@slu.edu,tony.bridges241@yahoo.com,MS,Information Systems,2018,Full-Time,Denver,CO,USA
354,Whitney,Stein,whitney.stein623@slu.edu,whitney.stein721@outlook.com,BS,Computer Science,2017,Full-Time,San Antonio,TX,USA
355,Andre,Olson,andre.olson402@slu.edu,andre.olson757@yahoo.com,PhD,Biostatistics,2015,Full-Time,Columbus,OH,USA
356,Charles,Fleming,charles.fleming330@slu.edu,charles.fleming597@yahoo.com,BS,Software Engineering,2021,Full-Time,Atlanta,GA,USA
357,Kimberly,Chang,kimberly.chang321@slu.edu,kimberly.chang796@outlook.com,BA,Marketing,2021,Full-Time,Atlanta,GA,USA
358,Michelle,Brooks,michelle.brooks506@slu.edu,michelle.brooks461@yahoo.com,PhD,Electrical Engineering,2018,Full-Time,White Plains,NY,USA
359,Melanie,White,melanie.white63@slu.edu,melanie.white89@gmail.com,MS,Information Systems,2019,Full-Time,Plano,TX,USA
360,Chad,Montgomery,chad.montgomery64@slu.edu,chad.montgomery291@gmail.com,BS,Electrical Engineering,2019,Full-Time,Savannah,GA,USA
361,Danielle,Bruce,danielle.bruce723@slu.edu,danielle.bruce331@yahoo.com,MBA,Computer Science,2017,Full-Time,Denver,CO,USA
362,Julie,Lopez,julie.lopez653@slu.edu,julie.lopez718@gmail.com,PhD,Finance,2019,Full-Time,St. Louis,MO,USA
363,Paul,Harris,paul.harris899@slu.edu,paul.harris715@outlook.com,PhD,Business Analytics,2019,Full-Time,Columbus,OH,USA
364,Tyler,May,tyler.may864@slu.edu,tyler.may97@outlook.com,MBA,Electrical Engineering,2021,Full-Time,Irvine,CA,USA
365,Andrew,Jenkins,andrew.jenkins517@slu.edu,andrew.jenkins347@yahoo.com,PhD,Software Engineering,2020,Full-Time,Phoenix,AZ,USA
366,Rachael,Frey,rachael.frey814@slu.edu,rachael.frey826@outlook.com,MBA,Electrical Engineering,2021,Full-Time,Detroit,MI,USA
367,Jonathan,Dorsey,jonathan.dorsey179@slu.edu,jonathan.dorsey351@gmail.com,BS,Cybersecurity,2017,Full-Time,Alpharetta,GA,USA
368,Christopher,Scott,christopher.scott295@slu.edu,christopher.scott88@gmail.com,MBA,Biostatistics,2017,Full-Time,Denver,CO,USA
369,Jacob,King,jacob.king757@slu.edu,jacob.king697@yahoo.com,BS,Cybersecurity,2018,Full-Time,Detroit,MI,USA
370,Jeremy,Everett,jeremy.everett638@slu.edu,jeremy.everett618@gmail.com,PhD,Electrical Engineering,2023,STEM-OPT,Columbus,OH,USA
371,Brandy,Lewis,brandy.lewis131@slu.edu,brandy.lewis935@gmail.com,BA,Software Engineering,2024,CPT,Tampa,FL,USA
372,Sherri,Aguilar,sherri.aguilar982@slu.edu,sherri.aguilar481@yahoo.com,BA,Information Systems,2021,Full-Time,Worcester,MA,USA
373,Stephen,Nichols,stephen.nichols345@slu.edu,stephen.nichols527@yahoo.com,MBA,Biostatistics,2023,STEM-OPT,Clayton,MO,USA
374,Alexandra,Campbell,alexandra.campbell663@slu.edu,alexandra.campbell1@gmail.com,BS,Business Analytics,2019,Full-Time,Savannah,GA,USA
375,Grant,Melendez,grant.melendez546@slu.edu,grant.melendez371@gmail.com,MBA,Biostatistics,2025,CPT,St. Louis,MO,USA
376,Stephanie,Wood,stephanie.wood196@slu.edu,stephanie.wood126@gmail.com,MBA,Biostatistics,2022,STEM-OPT,Pittsburgh,PA,USA
377,Kent,Gardner,kent.gardner644@slu.edu,kent.gardner735@outlook.com,BS,Marketing,2021,Full-Time,Buffalo,NY,USA
378,Lisa,Robertson,lisa.robertson562@slu.edu,lisa.robertson569@gmail.com,MS,Finance,2025,CPT,Cleveland,OH,USA
379,Kimberly,Robinson,kimberly.robinson40@slu.edu,kimberly.robinson701@yahoo.com,MBA,Business Analytics,2017,Full-Time,Columbia,MO,USA
380,Melinda,Jimenez,melinda.jimenez469@slu.edu,melinda.jimenez223@yahoo.com,PhD,Finance,2015,Full-Time,Alpharetta,GA,USA
381,Joseph,Daugherty,joseph.daugherty174@slu.edu,joseph.daugherty217@gmail.com,MS,Data Science,2018,Full-Time,Worcester,MA,USA
382,Eric,Pineda,eric.pineda131@slu.edu,eric.pineda438@gmail.com,BA,Electrical Engineering,2015,Full-Time,Naperville,IL,USA
383,Jonathan,Daniel,jonathan.daniel577@slu.edu,jonathan.daniel375@gmail.com,MBA,Electrical Engineering,2025,CPT,New York,NY,USA
384,Jason,Stewart,jason.stewart661@slu.edu,jason.stewart207@outlook.com,PhD,Software Engineering,2020,Full-Time,Redmond,WA,USA
385,Joshua,Eaton,joshua.eaton808@slu.edu,joshua.eaton420@gmail.com,MBA,Computer Science,2020,Full-Time,San Francisco,CA,USA
386,Zachary,Miller,zachary.miller608@slu.edu,zachary.miller269@outlook.com,PhD,Biostatistics,2019,Full-Time,Somerville,MA,USA
387,Christine,Alexander,christine.alexander741@slu.edu,christine.alexander282@gmail.com,MS,Biostatistics,2024,OPT,Worcester,MA,USA
388,Jeanette,Reed,jeanette.reed451@slu.edu,jeanette.reed499@outlook.com,BS,Software Engineering,2024,CPT,Grand Rapids,MI,USA
389,Hannah,Oneal,hannah.oneal43@slu.edu,hannah.oneal464@gmail.com,MS,Business Analytics,2025,CPT,Raleigh,NC,USA
390,Jacqueline,Bell,jacqueline.bell939@slu.edu,jacqueline.bell587@outlook.com,BS,Data Science,2023,OPT,San Francisco,CA,USA
391,Ariel,Benson,ariel.benson84@slu.edu,ariel.benson455@gmail.com,MS,Finance,2018,Full-Time,Grand Rapids,MI,USA
392,Caitlin,Henry,caitlin.henry956@slu.edu,caitlin.henry119@yahoo.com,PhD,Business Analytics,2025,CPT,Worcester,MA,USA
393,Jonathan,Richards,jonathan.richards658@slu.edu,jonathan.richards608@yahoo.com,PhD,Data Science,2024,CPT,Seattle,WA,USA
